gene_name,gene_id,mirna_name,mirna_id,experiments,publications,cell_lines,micro_tscore
HEPACAM,ENSG00000165478,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.55
HEPH,ENSG00000089472,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HERC3,ENSG00000287542,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HEXD,ENSG00000169660,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HHAT,ENSG00000054392,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
HHATL,ENSG00000010282,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
HHIP,ENSG00000164161,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
HHIPL1,ENSG00000182218,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.68
HHLA2,ENSG00000114455,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
HID1,ENSG00000167861,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
HIGD1A,ENSG00000181061,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
HIKESHI,ENSG00000149196,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HINT1,ENSG00000169567,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIRIP3,ENSG00000149929,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H1E,ENSG00000168298,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H2AE,ENSG00000277075,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H2AM,ENSG00000278677,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H2BA,ENSG00000146047,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H2BJ,ENSG00000124635,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H3B,ENSG00000274267,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HIST1H4C,ENSG00000197061,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
HIST2H2AC,ENSG00000184260,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HLA-DPB1,ENSG00000223865,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
HLA-DRB5,ENSG00000198502,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
HLA-E,ENSG00000204592,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HMCN2,ENSG00000148357,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
HMGA1,ENSG00000137309,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
HMGB1,ENSG00000189403,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.81
HMGB3,ENSG00000029993,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HMGCLL1,ENSG00000146151,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.66
HMOX2,ENSG00000103415,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HNRNPD,ENSG00000138668,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HNRNPK,ENSG00000165119,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
HNRNPR,ENSG00000125944,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HNRNPUL2,ENSG00000214753,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.47
HOMER2,ENSG00000103942,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HOOK3,ENSG00000168172,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.78
HOXA10,ENSG00000253293,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.45
HOXA11,ENSG00000005073,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HOXA13,ENSG00000106031,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
HOXA9,ENSG00000078399,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HOXB13,ENSG00000159184,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HOXC13,ENSG00000123364,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
HOXD9,ENSG00000128709,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.53
HPS5,ENSG00000110756,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HPS6,ENSG00000166189,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
HRH2,ENSG00000113749,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.8
HRK,ENSG00000135116,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.91
HROB,ENSG00000125319,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.51
HS3ST1,ENSG00000002587,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.47
HSD17B2,ENSG00000086696,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
HSF4,ENSG00000102878,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HSPA1L,ENSG00000204390,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
HSPA2,ENSG00000126803,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
HTR5A,ENSG00000157219,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
HYOU1,ENSG00000149428,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ICAM1,ENSG00000090339,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
ID4,ENSG00000172201,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
IDE,ENSG00000119912,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.69
IER5,ENSG00000162783,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
IFI16,ENSG00000163565,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.45
IFNAR1,ENSG00000142166,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
IFRD1,ENSG00000006652,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
IFT172,ENSG00000138002,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.59
IFT22,ENSG00000128581,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IFT52,ENSG00000101052,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IGF2,ENSG00000167244,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
IGF2BP3,ENSG00000136231,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
IGFALS,ENSG00000099769,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
IGSF1,ENSG00000147255,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
IGSF11,ENSG00000144847,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IKBKE,ENSG00000263528,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
IKZF4,ENSG00000123411,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.61
IL11,ENSG00000095752,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IL13RA1,ENSG00000131724,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IL17D,ENSG00000172458,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IL17RD,ENSG00000144730,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.53
IL1R1,ENSG00000115594,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.99
IL1RAP,ENSG00000196083,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.64
IL1RL1,ENSG00000115602,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.53
IL24,ENSG00000162892,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.54
IL31RA,ENSG00000164509,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.74
IL6,ENSG00000136244,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IL6R,ENSG00000160712,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
ILDR2,ENSG00000143195,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.59
ILRUN,ENSG00000196821,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
ILVBL,ENSG00000105135,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
IMP3,ENSG00000177971,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
IMPAD1,ENSG00000104331,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
IMPG2,ENSG00000081148,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
INAVA,ENSG00000163362,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
INF2,ENSG00000203485,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
ING1,ENSG00000153487,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
ING2,ENSG00000168556,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.71
ING5,ENSG00000168395,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
INHBA,ENSG00000122641,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
INHBB,ENSG00000163083,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
INKA2,ENSG00000197852,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.51
INPP5K,ENSG00000132376,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
INS-IGF2,ENSG00000129965,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
INSM1,ENSG00000173404,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
INSR,ENSG00000171105,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.43
INTS10,ENSG00000104613,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
INTS15,ENSG00000146576,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
IPP,ENSG00000197429,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IQCF1,ENSG00000173389,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
IQGAP2,ENSG00000145703,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IRAK1,ENSG00000184216,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
IRF1,ENSG00000125347,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
IRS4,ENSG00000133124,hsa-miR-29a-3p,MIMAT0000086,1,2,1,-1
IRX5,ENSG00000176842,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ISL2,ENSG00000159556,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
ISY1,ENSG00000240682,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
ISY1-RAB43,ENSG00000261796,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
ISYNA1,ENSG00000105655,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
ITCH,ENSG00000078747,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ITGA4,ENSG00000115232,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
ITGA8,ENSG00000077943,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ITGAV,ENSG00000138448,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ITGB2,ENSG00000160255,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
ITGB3,ENSG00000259207,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
ITIH3,ENSG00000162267,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ITIH5,ENSG00000123243,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
ITM2C,ENSG00000135916,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
ITPK1,ENSG00000100605,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
ITPKB,ENSG00000143772,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.53
ITSN1,ENSG00000205726,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
IYD,ENSG00000009765,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.45
JAK3,ENSG00000105639,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
JAKMIP2,ENSG00000176049,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
JHY,ENSG00000109944,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
JMJD1C,ENSG00000171988,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
JUN,ENSG00000177606,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.43
JUND,ENSG00000130522,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KANSL1,ENSG00000120071,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
KATNB1,ENSG00000140854,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
KBTBD8,ENSG00000163376,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.43
KCNA1,ENSG00000111262,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
KCNA3,ENSG00000177272,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNAB1,ENSG00000169282,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
KCNAB2,ENSG00000069424,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.55
KCNB1,ENSG00000158445,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
KCND3,ENSG00000171385,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNH6,ENSG00000173826,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNJ2,ENSG00000123700,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.6
KCNK1,ENSG00000135750,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
KCNMA1,ENSG00000156113,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.72
KCNMB4,ENSG00000135643,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNN2,ENSG00000080709,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNN3,ENSG00000143603,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.62
KCNQ3,ENSG00000184156,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KCNQ4,ENSG00000117013,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
KCNT1,ENSG00000107147,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
KCNV1,ENSG00000164794,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.59
KCTD1,ENSG00000134504,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.56
KCTD17,ENSG00000100379,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
KCTD8,ENSG00000183783,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KDM4D,ENSG00000186280,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.58
KDM5D,ENSG00000012817,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.56
KDM7A,ENSG00000006459,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.43
KDR,ENSG00000128052,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
KDSR,ENSG00000119537,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
KHDRBS3,ENSG00000131773,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
KHK,ENSG00000138030,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
KIAA0319L,ENSG00000142687,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KIAA0513,ENSG00000135709,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.57
KIAA0825,ENSG00000185261,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.62
KIAA1191,ENSG00000122203,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
KIAA1549L,ENSG00000110427,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.79
KIAA2026,ENSG00000183354,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KIF13B,ENSG00000197892,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KIF1A,ENSG00000130294,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
KIF1C,ENSG00000129250,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
KIF21B,ENSG00000116852,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
KIF26A,ENSG00000066735,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.97
KIF2C,ENSG00000142945,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KIF4A,ENSG00000090889,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.6
KIFAP3,ENSG00000075945,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KIRREL3,ENSG00000149571,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
KLC2,ENSG00000174996,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KLC4,ENSG00000137171,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
KLF10,ENSG00000155090,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KLF12,ENSG00000118922,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.58
KLF16,ENSG00000129911,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KLF7,ENSG00000118263,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
KLHDC1,ENSG00000197776,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
KLHL20,ENSG00000076321,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
KLHL21,ENSG00000162413,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
KLHL23,ENSG00000213160,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KLHL3,ENSG00000146021,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
KLHL4,ENSG00000102271,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
KLK6,ENSG00000167755,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KMT5A,ENSG00000183955,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.75
KNDC1,ENSG00000171798,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
KNL1,ENSG00000137812,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KREMEN1,ENSG00000183762,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
KRR1,ENSG00000111615,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.77
KRT1,ENSG00000167768,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
KRT19,ENSG00000171345,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KSR2,ENSG00000171435,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
KTI12,ENSG00000198841,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
KYAT3,ENSG00000137944,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
L1CAM,ENSG00000198910,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.35
LACTB,ENSG00000103642,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LAMA1,ENSG00000101680,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.7
LAMA3,ENSG00000053747,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
LAMB1,ENSG00000091136,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LANCL3,ENSG00000147036,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
LARGE2,ENSG00000165905,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
LARP1B,ENSG00000138709,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LARP4,ENSG00000161813,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.9
LARS1,ENSG00000133706,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
LARS2,ENSG00000011376,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
LATS2,ENSG00000150457,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LCN10,ENSG00000187922,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
LCORL,ENSG00000178177,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.72
LCP2,ENSG00000043462,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LDAH,ENSG00000118961,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LDLRAD4,ENSG00000168675,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.57
LEMD2,ENSG00000161904,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.64
LEMD3,ENSG00000174106,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LEPROTL1,ENSG00000104660,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.44
LETMD1,ENSG00000050426,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LFNG,ENSG00000106003,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
LGMN,ENSG00000100600,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LGR6,ENSG00000133067,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
LHFPL2,ENSG00000145685,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
LHFPL4,ENSG00000156959,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
LHFPL6,ENSG00000183722,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
LIMS2,ENSG00000072163,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
LLPH,ENSG00000139233,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LMBRD2,ENSG00000164187,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.45
LONP2,ENSG00000102910,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
LONRF2,ENSG00000170500,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
LPCAT3,ENSG00000111684,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LPP,ENSG00000145012,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.49
LRFN2,ENSG00000156564,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LRFN3,ENSG00000126243,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.46
LRIG1,ENSG00000144749,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LRP1B,ENSG00000168702,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
LRPAP1,ENSG00000163956,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
LRRC38,ENSG00000162494,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LRRC4C,ENSG00000148948,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
LRRC57,ENSG00000180979,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
LRRC58,ENSG00000163428,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.62
LRRN1,ENSG00000175928,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
LRRTM1,ENSG00000162951,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.6
LRTM2,ENSG00000166159,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
LSS,ENSG00000160285,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
LTB4R,ENSG00000213903,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.5
LTBR,ENSG00000111321,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.69
LUC7L2,ENSG00000146963,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
LUM,ENSG00000139329,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LURAP1L,ENSG00000153714,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LY6K,ENSG00000160886,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
LYPLA1,ENSG00000120992,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.88
LYSMD2,ENSG00000140280,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.45
LYSMD3,ENSG00000176018,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
LYST,ENSG00000143669,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.41
LZIC,ENSG00000162441,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
M1AP,ENSG00000159374,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAD2L1,ENSG00000164109,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAD2L1BP,ENSG00000124688,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
MAD2L2,ENSG00000116670,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAEA,ENSG00000090316,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAFK,ENSG00000198517,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAG,ENSG00000105695,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAGEB2,ENSG00000099399,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAGI1,ENSG00000151276,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
MAGI3,ENSG00000081026,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
MAL,ENSG00000172005,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MALL,ENSG00000144063,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.43
MAML2,ENSG00000184384,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAMLD1,ENSG00000013619,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAP2K2,ENSG00000126934,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAP2K3,ENSG00000034152,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.4
MAP2K7,ENSG00000076984,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.38
MAP3K10,ENSG00000130758,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAP3K12,ENSG00000139625,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
MAP3K3,ENSG00000198909,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
MAP4K2,ENSG00000168067,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
MAP6,ENSG00000171533,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.95
MAP7D1,ENSG00000116871,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MAP9,ENSG00000164114,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.37
MAPK7,ENSG00000166484,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
MAPRE3,ENSG00000084764,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.52
MARCH6,ENSG00000145495,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MARCH8,ENSG00000165406,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
MARCH9,ENSG00000139266,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
MARCHF5,ENSG00000198060,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MARCHF8,ENSG00000165406,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.48
MARCKSL1,ENSG00000175130,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.39
MARK2,ENSG00000072518,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.56
MARVELD3,ENSG00000140832,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.42
MAT1A,ENSG00000151224,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.6
MATCAP1,ENSG00000196123,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.58
MATR3,ENSG00000015479,hsa-miR-29a-3p,MIMAT0000086,1,1,1,-1
MBD1,ENSG00000141644,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.36
MBD5,ENSG00000204406,hsa-miR-29a-3p,MIMAT0000086,1,1,1,0.91
